sentence_id,sentence,true_label,predicted_label,prob_negative,prob_positive,explained_class,token_position,token_or_segment,token_clean,shap_value,abs_shap_value
29,This was a dreadful movie.,negative,negative,0.9992099,0.0007900892,negative,4,dreadful ,dreadful,0.6808250781614333,0.6808250781614333
29,This was a dreadful movie.,negative,negative,0.9992099,0.0007900892,negative,5,movie,movie,-0.17340243351645768,0.17340243351645768
29,This was a dreadful movie.,negative,negative,0.9992099,0.0007900892,negative,6,.,.,0.03551692143082619,0.03551692143082619
29,This was a dreadful movie.,negative,negative,0.9992099,0.0007900892,negative,7,,,-5.960464477539063e-08,5.960464477539063e-08
30,The cast gave poor performances.,negative,negative,0.9984518,0.0015481823,negative,0,,,4.505272954702377e-08,4.505272954702377e-08
30,The cast gave poor performances.,negative,negative,0.9984518,0.0015481823,negative,1,The ,the,0.01899392541963607,0.01899392541963607
30,The cast gave poor performances.,negative,negative,0.9984518,0.0015481823,negative,2,cast ,cast,-0.14418255328200758,0.14418255328200758
30,The cast gave poor performances.,negative,negative,0.9984518,0.0015481823,negative,3,gave ,gave,-0.22058856370858848,0.22058856370858848
30,The cast gave poor performances.,negative,negative,0.9984518,0.0015481823,negative,4,poor ,poor,0.6119133057072759,0.6119133057072759
30,The cast gave poor performances.,negative,negative,0.9984518,0.0015481823,negative,5,performances,performances,-0.020503956358879805,0.020503956358879805
30,The cast gave poor performances.,negative,negative,0.9984518,0.0015481823,negative,6,.,.,0.038860945496708155,0.038860945496708155
30,The cast gave poor performances.,negative,negative,0.9984518,0.0015481823,negative,7,,,-5.960464477539063e-08,5.960464477539063e-08
31,I hated the final scene.,negative,negative,0.99905175,0.00094827975,negative,0,,,2.3283064365386963e-08,2.3283064365386963e-08
31,I hated the final scene.,negative,negative,0.99905175,0.00094827975,negative,1,I ,i,-0.0864757476374507,0.0864757476374507
31,I hated the final scene.,negative,negative,0.99905175,0.00094827975,negative,2,hated ,hated,0.6566794933751225,0.6566794933751225
31,I hated the final scene.,negative,negative,0.99905175,0.00094827975,negative,3,the ,the,-0.05316121783107519,0.05316121783107519
31,I hated the final scene.,negative,negative,0.99905175,0.00094827975,negative,4,final ,final,-0.19994856789708138,0.19994856789708138
31,I hated the final scene.,negative,negative,0.99905175,0.00094827975,negative,5,scene,scene,-0.05633719824254513,0.05633719824254513
31,I hated the final scene.,negative,negative,0.99905175,0.00094827975,negative,6,.,.,0.024336284026503563,0.024336284026503563
31,I hated the final scene.,negative,negative,0.99905175,0.00094827975,negative,7,,,-5.960464477539063e-08,5.960464477539063e-08
32,This film felt deeply empty.,negative,negative,0.9981906,0.0018093623,negative,0,,,0.0,0.0
32,This film felt deeply empty.,negative,negative,0.9981906,0.0018093623,negative,1,This ,this,-0.11983010917901993,0.11983010917901993
32,This film felt deeply empty.,negative,negative,0.9981906,0.0018093623,negative,2,film ,film,0.13265045173466206,0.13265045173466206
32,This film felt deeply empty.,negative,negative,0.9981906,0.0018093623,negative,3,felt ,felt,-0.12494274415075779,0.12494274415075779
32,This film felt deeply empty.,negative,negative,0.9981906,0.0018093623,negative,4,deeply ,deeply,-0.276933130226098,0.276933130226098
32,This film felt deeply empty.,negative,negative,0.9981906,0.0018093623,negative,5,empty,empty,0.6369000788545236,0.6369000788545236
32,This film felt deeply empty.,negative,negative,0.9981906,0.0018093623,negative,6,.,.,0.036387354135513306,0.036387354135513306
32,This film felt deeply empty.,negative,negative,0.9981906,0.0018093623,negative,7,,,-5.960464477539063e-08,5.960464477539063e-08
33,The soundtrack was very unpleasant.,negative,negative,0.9991449,0.00085502554,negative,0,,,8.568167686462402e-08,8.568167686462402e-08
33,The soundtrack was very unpleasant.,negative,negative,0.9991449,0.00085502554,negative,1,The ,the,0.03647773340344429,0.03647773340344429
33,The soundtrack was very unpleasant.,negative,negative,0.9991449,0.00085502554,negative,2,soundtrack ,soundtrack,0.040959153324365616,0.040959153324365616
33,The soundtrack was very unpleasant.,negative,negative,0.9991449,0.00085502554,negative,3,was ,was,-0.021542657166719437,0.021542657166719437
33,The soundtrack was very unpleasant.,negative,negative,0.9991449,0.00085502554,negative,4,very ,very,-0.31079824012704194,0.31079824012704194
33,The soundtrack was very unpleasant.,negative,negative,0.9991449,0.00085502554,negative,5,unpleasant,unpleasant,0.5330282722134143,0.5330282722134143
33,The soundtrack was very unpleasant.,negative,negative,0.9991449,0.00085502554,negative,6,.,.,0.007061883807182312,0.007061883807182312
33,The soundtrack was very unpleasant.,negative,negative,0.9991449,0.00085502554,negative,7,,,-5.960464477539063e-08,5.960464477539063e-08
34,The script was dumb overall.,negative,negative,0.99924564,0.00075436034,negative,0,,,5.960464477539063e-08,5.960464477539063e-08
34,The script was dumb overall.,negative,negative,0.99924564,0.00075436034,negative,1,The ,the,0.01993352174758911,0.01993352174758911
34,The script was dumb overall.,negative,negative,0.99924564,0.00075436034,negative,2,script ,script,0.1983591802418232,0.1983591802418232
34,The script was dumb overall.,negative,negative,0.99924564,0.00075436034,negative,3,was ,was,-0.09082042053341866,0.09082042053341866
34,The script was dumb overall.,negative,negative,0.99924564,0.00075436034,negative,4,dumb ,dumb,0.3722887234762311,0.3722887234762311
34,The script was dumb overall.,negative,negative,0.99924564,0.00075436034,negative,5,overall,overall,-0.2412033947184682,0.2412033947184682
34,The script was dumb overall.,negative,negative,0.99924564,0.00075436034,negative,6,.,.,0.026729293167591095,0.026729293167591095
34,The script was dumb overall.,negative,negative,0.99924564,0.00075436034,negative,7,,,-5.960464477539063e-08,5.960464477539063e-08
35,I found it quite painful.,negative,negative,0.99782026,0.0021797463,negative,0,,,1.4901161193847656e-08,1.4901161193847656e-08
35,I found it quite painful.,negative,negative,0.99782026,0.0021797463,negative,1,I ,i,-0.08822286874055862,0.08822286874055862
35,I found it quite painful.,negative,negative,0.99782026,0.0021797463,negative,2,found ,found,-0.1077651847153902,0.1077651847153902
35,I found it quite painful.,negative,negative,0.99782026,0.0021797463,negative,3,it ,it,-0.06501889042556286,0.06501889042556286
35,I found it quite painful.,negative,negative,0.99782026,0.0021797463,negative,4,quite ,quite,-0.16682186094112694,0.16682186094112694
35,I found it quite painful.,negative,negative,0.99782026,0.0021797463,negative,5,painful,painful,0.669934205012396,0.669934205012396
35,I found it quite painful.,negative,negative,0.99782026,0.0021797463,negative,6,.,.,0.0417561624199152,0.0417561624199152
35,I found it quite painful.,negative,negative,0.99782026,0.0021797463,negative,7,,,-5.960464477539063e-08,5.960464477539063e-08
36,The movie felt stale today.,negative,negative,0.9984825,0.0015174544,negative,0,,,-2.7939677238464355e-08,2.7939677238464355e-08
36,The movie felt stale today.,negative,negative,0.9984825,0.0015174544,negative,1,The ,the,0.05570553056895733,0.05570553056895733
36,The movie felt stale today.,negative,negative,0.9984825,0.0015174544,negative,2,movie ,movie,0.04859008267521858,0.04859008267521858
36,The movie felt stale today.,negative,negative,0.9984825,0.0015174544,negative,3,felt ,felt,-0.14079666510224342,0.14079666510224342
36,The movie felt stale today.,negative,negative,0.9984825,0.0015174544,negative,4,stale ,stale,0.47932184860110283,0.47932184860110283
36,The movie felt stale today.,negative,negative,0.9984825,0.0015174544,negative,5,today,today,-0.20101448521018028,0.20101448521018028
36,The movie felt stale today.,negative,negative,0.9984825,0.0015174544,negative,6,.,.,0.04271756112575531,0.04271756112575531
36,The movie felt stale today.,negative,negative,0.9984825,0.0015174544,negative,7,,,-5.960464477539063e-08,5.960464477539063e-08
37,This story was very dull.,negative,negative,0.99925584,0.0007441324,negative,0,,,7.450580596923828e-09,7.450580596923828e-09
37,This story was very dull.,negative,negative,0.99925584,0.0007441324,negative,1,This ,this,-0.036855872720479965,0.036855872720479965
37,This story was very dull.,negative,negative,0.99925584,0.0007441324,negative,2,story ,story,-0.021022537723183632,0.021022537723183632
37,This story was very dull.,negative,negative,0.99925584,0.0007441324,negative,3,was ,was,-0.07983589358627796,0.07983589358627796
37,This story was very dull.,negative,negative,0.99925584,0.0007441324,negative,4,very ,very,-0.22205589711666107,0.22205589711666107
37,This story was very dull.,negative,negative,0.99925584,0.0007441324,negative,5,dull,dull,0.6076933555305004,0.6076933555305004
37,This story was very dull.,negative,negative,0.99925584,0.0007441324,negative,6,.,.,0.037373993545770645,0.037373993545770645
37,This story was very dull.,negative,negative,0.99925584,0.0007441324,negative,7,,,-5.960464477539063e-08,5.960464477539063e-08
38,The pacing worked very poorly.,negative,negative,0.99864644,0.0013536066,negative,0,,,6.426125764846802e-08,6.426125764846802e-08
38,The pacing worked very poorly.,negative,negative,0.99864644,0.0013536066,negative,1,The ,the,-0.013388642109930515,0.013388642109930515
38,The pacing worked very poorly.,negative,negative,0.99864644,0.0013536066,negative,2,pacing ,pacing,0.05702507426030934,0.05702507426030934
38,The pacing worked very poorly.,negative,negative,0.99864644,0.0013536066,negative,3,worked ,worked,-0.3559819490183145,0.3559819490183145
38,The pacing worked very poorly.,negative,negative,0.99864644,0.0013536066,negative,4,very ,very,-0.1280874889343977,0.1280874889343977
38,The pacing worked very poorly.,negative,negative,0.99864644,0.0013536066,negative,5,poorly,poorly,0.6835041157901287,0.6835041157901287
38,The pacing worked very poorly.,negative,negative,0.99864644,0.0013536066,negative,6,.,.,0.04161658324301243,0.04161658324301243
38,The pacing worked very poorly.,negative,negative,0.99864644,0.0013536066,negative,7,,,-5.960464477539063e-08,5.960464477539063e-08
39,I hated this movie completely.,negative,negative,0.9989526,0.0010473207,negative,0,,,4.284083843231201e-08,4.284083843231201e-08
39,I hated this movie completely.,negative,negative,0.9989526,0.0010473207,negative,1,I ,i,-0.1259405743330717,0.1259405743330717
39,I hated this movie completely.,negative,negative,0.9989526,0.0010473207,negative,2,hated ,hated,0.7637224829522893,0.7637224829522893
39,I hated this movie completely.,negative,negative,0.9989526,0.0010473207,negative,3,this ,this,-0.1356941572157666,0.1356941572157666
39,I hated this movie completely.,negative,negative,0.9989526,0.0010473207,negative,4,movie ,movie,-0.16806036978960037,0.16806036978960037
39,I hated this movie completely.,negative,negative,0.9989526,0.0010473207,negative,5,completely,completely,-0.07750103622674942,0.07750103622674942
39,I hated this movie completely.,negative,negative,0.9989526,0.0010473207,negative,6,.,.,0.028467558324337006,0.028467558324337006
39,I hated this movie completely.,negative,negative,0.9989526,0.0010473207,negative,7,,,-5.960464477539063e-08,5.960464477539063e-08
40,The dialogue felt flat throughout.,negative,negative,0.99849725,0.0015027899,negative,0,,,5.960464477539063e-08,5.960464477539063e-08
40,The dialogue felt flat throughout.,negative,negative,0.99849725,0.0015027899,negative,1,The ,the,0.020143821835517883,0.020143821835517883
40,The dialogue felt flat throughout.,negative,negative,0.99849725,0.0015027899,negative,2,dialogue ,dialogue,0.18869499675929546,0.18869499675929546
40,The dialogue felt flat throughout.,negative,negative,0.99849725,0.0015027899,negative,3,felt ,felt,-0.08108609728515148,0.08108609728515148
40,The dialogue felt flat throughout.,negative,negative,0.99849725,0.0015027899,negative,4,flat ,flat,0.21997376158833504,0.21997376158833504
40,The dialogue felt flat throughout.,negative,negative,0.99849725,0.0015027899,negative,5,throughout,throughout,-0.09337301924824715,0.09337301924824715
40,The dialogue felt flat throughout.,negative,negative,0.99849725,0.0015027899,negative,6,.,.,0.030185043811798096,0.030185043811798096
40,The dialogue felt flat throughout.,negative,negative,0.99849725,0.0015027899,negative,7,,,-5.960464477539063e-08,5.960464477539063e-08
